-0.545	-1.143	1.34	-1.488	1.032	-2.351	1.618	-2.721	1.304	-2.086	0.096	-0.089	0.237	-2.055	0.891	-0.681	-0.391	0.182	-0.786	0.866	-1.507	0.533	-0.305	-0.737	0.995	-1.451	1.371	-1.655	1.661	-1.667	1.667	-1.84	0.983	0.009	-0.188	0.089	-0.817	1.094	-1.513	2.635	1.322	1.488	0.348	-0.422	1.1	-2.918	0.077	-3.14	-1.254	-0.829	-4.157	1.088	-3.578	3.3	-0.108	1.797	1.951	-0.471	0.533	-7.159	-0.163	-3.991	-0.835	-1.205	-3.103	-0.57	-0.071	3.202	-0.737	4.237	0.096	2.277	-0.373	-1.55	1.014	-0.773	0.188	-1.55	0.558	-0.669	1.803	1.211	-0.404	1.606	0.767	-1.063	1.766	0.083	-0.718	0.57	-0.804	-1.501	-0.817	0.385	-1.421	-0.169	0.12	-1.71	-0.484	1.71	-1.396	0.749	-1.618	0.317	-2.105	0.237	-1.532	0.213	-1.55	0.373	-2.025	-0.077	0.342	-2.092	1.39	-0.724	-0.206	0.626	-0.958	1.562	-2.173	1.883	-2.16	1.106	-0.515	-0.324	-0.367	-0.416	0.73	-1.464	0.398	-0.49	-0.792	1.297	-1.458	0.114	-1.211	1.279	-1.1	-1.1	0.126	-1.402	0.49	-1.809	0.04	-0.872	0.619	-1.273	-0.515	2.037	-2.228	1.624	-2.357	1.667	-1.248	-0.163	1.476	-2.32	1.747	-2.542	2.203	-2.08	0.854	-0.231	-0.317	0.817	-1.31	0.921	-1.23	0.601	-1.427	-0.151	0.478	-1.119	0.749	-0.539	-0.428	0.071	0.287	-1.538	0.749	0.206	-1.71	0.28	-1.297	1.112	-1.821	-0.669	0.656	-1.747	1.149	-1.544	0.607	1.23	-1.735	0.909	-2.105	1.458	-2.37	0.564	-0.86	-0.169	-0.65	-0.342	0.706	-1.119	0.724	-0.675	0.884	-0.663	-0.891	1.032	-1.217	0.33	-1.569	1.273	-1.267	0.126	-0.619	-0.034	0.089	-1.347	0.496	-0.786	-0.317	-0.243	-1.402	0.81	-2.0	0.398	-0.909	-0.237	-0.231	-0.102	-0.915	-1.014	1.575	-1.082	-0.163	-0.065	0.213	-0.379	0.656	0.484	-2.955	3.756	-3.51	0.952	-0.65	-1.131	1.365	-0.552	0.459	-1.106	0.133	-1.26
-0.552	-0.681	0.305	0.139	-0.354	-0.693	0.835	-2.85	0.73	0.613	-0.693	-0.977	-0.81	1.581	-2.308	1.248	-1.926	1.119	-0.065	-1.365	0.422	-1.26	1.304	-0.804	-0.274	0.404	-1.254	1.063	-1.642	2.302	-2.684	1.402	-1.051	0.706	-0.743	-0.435	0.749	-1.988	0.416	-1.445	0.373	0.151	-0.903	0.527	-1.809	1.587	-1.421	0.41	0.12	-1.347	0.823	0.977	1.532	1.31	2.142	-0.847	-0.866	-2.813	-3.615	1.075	-2.585	-0.305	-7.159	-0.804	-0.478	2.462	3.553	-1.686	0.804	-1.624	0.108	-2.166	-1.359	-0.582	-1.1	1.008	-2.185	-1.18	3.294	0.385	1.981	-1.051	1.519	-0.533	3.109	-2.949	0.435	-0.182	0.268	0.059	-1.384	1.26	-2.037	2.111	-1.877	-0.052	1.507	-1.045	0.73	-2.055	0.773	-0.293	0.009	-1.106	-1.23	1.34	-2.487	0.2	-0.798	0.305	-1.704	-0.009	0.25	-1.55	1.359	-2.0	0.681	-0.952	-0.274	-0.718	-1.02	0.268	-0.687	-0.089	-2.382	2.32	-2.518	1.094	0.595	-0.897	0.773	-2.45	2.838	-2.203	-0.262	0.656	-1.199	0.915	-1.34	-0.533	-0.25	0.151	-1.279	-0.114	0.743	-2.21	0.416	0.243	-0.367	-0.324	-0.139	0.78	-2.456	1.784	-2.283	1.106	-1.156	1.075	-0.613	-1.254	1.92	-1.532	1.02	-1.803	0.971	-1.267	-0.015	0.015	-1.581	1.285	-1.944	0.268	0.33	-0.385	-0.194	0.533	-0.176	-0.361	0.496	-1.18	-0.391	0.022	-1.63	1.981	-3.368	2.191	-2.475	1.439	-1.692	0.428	0.841	-2.055	1.377	-0.958	0.533	-0.552	-1.593	1.02	-1.797	2.099	-2.555	1.895	-2.012	1.248	-1.562	0.114	1.088	-1.79	0.108	0.527	-0.317	-0.94	-0.213	1.217	-2.031	1.038	-1.316	0.607	-0.089	-0.287	0.145	-0.521	0.015	-1.495	1.223	-1.476	-0.496	-0.545	0.391	0.533	-2.425	2.012	-2.431	1.92	-1.729	0.237	0.564	-1.864	1.877	-3.023	1.766	-1.008	0.435	0.231	-1.094	2.314	-3.535	2.283	-1.525	-0.435	0.151	0.404	-0.829	-0.324	0.348	-1.1
0.576	-1.032	0.903	-1.723	-0.305	0.712	-0.478	0.718	-1.858	0.65	-2.222	1.562	-1.371	0.576	-1.291	0.102	-1.008	-0.139	0.022	-1.797	1.193	-0.576	-0.891	0.484	-1.642	1.316	-1.741	-0.502	0.582	-1.119	0.059	0.12	-1.34	-0.182	0.706	-1.131	-0.324	-0.576	-0.009	-0.78	-0.515	0.133	-1.938	1.883	-1.125	-0.213	1.76	-1.723	2.746	0.712	2.37	1.063	-1.661	-0.767	-4.348	0.422	-2.32	1.464	-4.545	-2.906	-1.532	0.459	7.115	2.191	-0.829	-1.55	-1.556	-2.401	-2.548	-0.231	-4.219	0.237	-3.639	-1.186	1.014	3.843	1.729	2.61	0.847	-0.94	1.002	2.407	-1.248	-0.897	0.496	-0.841	1.186	0.04	-0.139	-1.008	2.53	-1.994	1.322	-0.663	1.599	-2.413	1.217	-1.908	-1.439	0.65	0.256	-2.228	1.365	-1.273	-0.589	-0.496	0.675	-0.25	-0.724	0.533	-1.291	-1.014	1.149	-2.099	0.576	-1.057	-1.082	-0.632	-0.268	-0.49	-0.231	-1.094	1.069	-1.242	1.71	-1.045	0.379	-0.484	0.601	-0.126	-0.706	0.552	-0.028	-0.897	0.484	-0.601	-1.032	0.206	-0.324	-0.595	0.613	-1.223	0.348	-0.965	1.297	-2.438	1.174	-0.009	-1.532	0.613	-0.324	-0.237	-0.619	1.433	-1.451	-1.18	2.29	-1.636	0.841	-0.804	0.496	-1.427	1.131	-2.123	0.508	0.527	-2.838	0.428	-0.12	-0.096	-0.447	1.174	-1.445	-0.04	1.895	-3.122	2.444	-2.0	1.075	-1.414	1.458	-0.644	-1.877	2.296	-2.45	0.755	-0.884	0.595	-0.157	-0.656	0.342	-1.026	0.854	-3.048	1.482	-0.311	-1.291	-0.096	-0.157	0.767	-0.773	0.046	-0.385	1.075	-1.827	0.213	0.015	-0.977	0.139	-0.564	0.145	-1.704	1.328	-0.693	-0.589	1.094	-1.149	0.619	-1.088	0.089	-1.014	0.354	-0.656	-1.556	0.743	-1.464	0.151	-2.197	1.143	-1.069	0.669	0.083	-1.199	1.451	-1.686	1.433	-2.265	1.957	-1.981	0.897	-0.182	-1.458	1.408	-2.253	1.297	-1.038	0.49	-0.595	-1.408	1.507	-1.803	1.569	-1.168	-0.182	-0.133	0.268
0.262	0.656	-0.145	0.102	-2.462	2.154	-2.074	1.1	-0.558	-0.305	-0.305	-0.305	0.607	-0.398	0.385	-2.025	1.803	-0.884	-1.408	1.889	-1.636	0.194	-0.983	1.821	-1.236	0.126	0.243	-0.866	1.661	-3.553	2.012	-1.581	0.995	-2.025	0.219	1.112	-2.148	2.092	-1.495	1.112	-0.989	1.119	-0.755	-1.408	2.382	-2.074	1.889	-2.783	2.795	-3.048	2.259	-0.743	0.928	3.824	0.995	2.659	-3.251	-1.371	-3.991	-1.075	0.176	-2.709	-1.864	-7.171	-0.977	0.385	3.319	2.684	-1.821	-0.317	-1.569	-1.069	1.451	-2.37	-0.435	-1.193	0.706	-0.231	-0.545	2.259	0.749	0.952	0.182	-0.176	1.803	-0.348	1.143	-2.333	0.385	-0.817	0.416	-0.545	0.022	-0.897	-0.015	-0.465	0.169	0.527	0.04	-0.792	1.038	-1.852	1.014	-1.156	0.145	-1.612	1.106	-1.581	0.502	-1.729	-0.139	-0.983	0.046	-0.921	-0.508	-0.663	1.427	-2.45	1.488	-3.134	0.712	-1.371	0.003	-0.533	0.891	-1.599	0.582	0.059	0.613	-1.038	-0.638	1.297	-1.186	0.114	-0.176	0.305	-0.786	0.083	0.792	-2.548	2.111	-3.325	1.704	0.028	0.102	-0.139	-0.151	1.002	-2.807	2.499	-2.536	0.681	-1.143	0.176	-0.49	-1.112	1.002	-2.542	2.475	-0.724	-0.336	-0.182	-1.174	1.476	-1.1	-0.194	-0.2	0.213	-1.069	0.022	0.12	-1.242	1.088	-0.798	0.133	-0.046	-0.077	-0.305	0.847	-1.205	-0.626	0.854	-2.53	1.038	-1.827	0.718	-1.445	0.841	0.182	-1.889	3.307	-4.262	2.592	-0.921	0.687	-0.188	-1.408	1.76	-2.037	1.106	-2.123	1.834	-1.507	1.008	-0.995	-0.7	1.23	-2.179	0.934	-1.513	0.089	-0.743	-0.071	0.12	-1.661	1.248	-2.099	0.928	-0.693	-0.206	-0.737	0.151	-0.28	-0.878	0.003	-0.034	0.089	-1.556	0.237	1.075	-1.544	0.773	-1.704	1.254	-1.975	-0.009	1.716	-0.274	-0.977	-1.23	2.955	-3.602	1.741	-1.334	0.965	-1.606	0.663	-0.545	-1.408	1.766	-2.074	0.33	0.706	-1.612	0.453	-0.496
0.077	1.193	-1.741	1.63	-2.795	1.334	-0.496	-0.928	0.447	-1.84	0.737	-2.265	1.02	-1.032	-0.428	-0.046	-0.231	-0.317	-1.815	0.576	-1.334	0.453	-2.357	1.23	-0.872	-1.729	0.404	-0.471	0.367	-1.562	-0.416	1.106	-1.569	0.866	-0.552	0.022	-0.416	0.206	-0.071	-0.287	-0.311	-1.23	1.723	-3.165	0.841	0.385	-0.354	0.909	-0.478	1.297	-0.644	4.798	0.373	2.9	-3.134	-2.339	-2.98	0.089	0.022	-3.233	-1.957	-7.51	-0.471	2.666	2.924	2.129	-3.196	0.847	-3.005	1.661	-0.465	-1.636	-0.669	-2.062	1.186	-1.501	1.525	0.521	0.681	1.371	-0.73	1.254	-0.484	2.425	-2.308	0.163	-0.792	-0.854	1.02	-1.686	0.946	-1.291	-0.841	0.354	-0.299	0.841	-0.854	0.527	-1.606	-0.188	0.342	-0.619	-1.421	0.305	-0.305	-1.371	-0.57	-1.217	0.712	0.182	-1.544	1.575	-3.646	2.764	-3.245	1.273	-1.365	-1.957	1.328	-0.878	-0.157	-0.552	-0.12	0.404	-0.675	1.421	-1.402	-0.675	1.871	-1.482	0.422	0.108	-0.25	0.379	-1.587	0.872	-1.008	0.243	-1.304	0.521	-1.371	0.33	-0.878	-0.151	-0.773	-0.73	1.575	-1.297	-1.211	1.106	-1.445	1.075	-2.425	1.525	-1.575	0.465	-0.681	-0.465	0.453	-1.655	1.39	-0.989	-0.687	0.108	-0.823	-0.089	-1.507	1.088	-1.26	-0.114	1.624	-1.698	0.878	-1.593	1.606	-2.092	1.106	-0.965	-0.028	-0.015	-1.803	-0.04	0.083	0.595	-2.043	1.328	1.038	-1.414	1.667	-2.524	2.894	-2.037	0.404	-1.051	-0.114	0.206	-0.817	0.835	-0.12	-0.108	-0.619	-1.297	1.649	-1.544	0.385	-0.108	-0.422	-0.946	0.539	-1.587	-0.946	1.679	-3.06	1.316	-1.34	0.946	-1.26	0.626	0.206	-1.716	1.877	-2.992	0.724	0.989	-1.125	-0.626	-0.114	0.65	-1.766	0.102	-0.632	0.385	-1.427	0.582	-0.022	-1.864	1.156	-1.519	0.299	0.7	-0.502	0.256	-1.433	1.815	-2.709	1.914	-2.216	0.515	0.305	-0.78	-0.829	0.681	0.305	-0.81	0.428	-0.558
-0.502	1.495	-2.296	0.373	-0.94	1.094	-1.273	-1.371	2.228	-3.011	1.513	-2.055	0.317	0.2	-0.921	0.268	-1.408	1.162	-1.692	-0.256	-0.533	0.311	-1.174	0.638	-0.767	-0.133	-0.471	-0.354	-0.102	0.385	-1.735	0.909	-1.371	0.773	-1.92	0.508	0.139	-0.206	-0.435	-0.737	0.342	-0.755	-0.287	0.04	-1.205	0.792	-1.168	1.23	-0.86	0.003	-0.391	0.453	3.948	-0.225	1.797	-1.347	-4.028	-1.359	-1.575	1.482	-3.535	-1.704	-7.276	0.33	2.234	4.262	-0.385	-2.37	0.022	-0.373	1.575	-2.986	0.373	-1.606	1.18	-1.938	-0.576	1.741	1.55	1.285	-0.866	-0.293	2.277	0.342	0.921	-1.704	0.49	-0.576	0.743	-1.729	-0.983	1.815	-1.84	-0.287	-0.983	1.55	-1.174	0.884	-1.365	0.545	0.712	-2.61	1.63	-1.908	0.977	-1.846	0.595	-1.112	-1.193	0.515	-0.151	-1.297	-0.391	-0.299	-0.145	-0.7	-0.311	-1.082	-0.2	-0.453	-1.581	0.311	0.81	-2.431	0.576	0.484	-1.254	0.958	-0.262	-0.884	0.046	-0.188	0.206	-0.49	-1.248	0.866	-1.766	2.234	-3.029	-0.225	-0.04	-1.002	0.502	-1.396	-0.102	-0.453	0.04	-1.334	0.619	-0.416	-0.958	-0.089	-0.619	-0.484	-0.188	-0.576	-1.193	-0.065	1.464	-2.32	0.49	-0.231	0.601	-1.519	0.656	-1.156	0.743	-1.981	0.213	0.108	-0.589	0.527	-1.39	0.958	-0.274	0.28	-0.096	-1.519	1.525	-1.334	0.398	-0.921	0.25	-1.495	0.459	-0.391	-1.131	0.342	-0.046	0.157	-1.014	1.236	-1.747	1.39	-1.495	-0.176	1.877	-2.758	1.427	-2.222	2.006	-1.846	1.396	0.287	-1.944	2.431	-3.615	1.932	-2.314	0.237	-1.365	-0.354	1.513	-1.593	0.089	-1.803	1.279	-0.515	-1.119	0.589	-0.632	-0.219	-0.324	-0.083	0.009	-0.065	-0.398	-0.484	0.57	-1.716	2.136	-1.988	0.163	-0.607	0.817	-1.39	-0.484	0.157	-1.285	0.361	1.297	-2.721	1.168	-0.558	0.256	-1.975	0.336	-0.28	0.133	-1.704	1.168	-2.037	0.965	-0.471	-1.291	0.915
-0.73	-0.767	1.328	-1.223	0.052	-1.291	1.766	-2.869	0.675	-0.724	-0.385	0.268	-0.891	-0.712	1.205	-2.468	1.267	-1.038	-0.04	-1.149	1.316	-1.852	-0.626	0.435	0.083	-1.008	-0.163	0.139	-1.649	1.636	-0.946	-1.002	0.86	-0.934	0.428	-0.687	0.274	-0.829	-0.225	1.186	-1.106	0.077	-0.545	0.644	-0.743	0.681	-1.895	-0.268	0.256	-0.508	0.398	-1.871	0.909	-2.173	0.786	2.721	-1.476	4.367	-1.112	0.773	-3.695	0.459	-1.273	-1.864	-0.237	-7.368	1.698	-3.183	0.915	0.028	2.82	1.747	0.484	1.347	-2.055	1.002	-0.404	-1.365	-1.131	-0.7	-0.632	1.347	0.385	-0.441	1.988	0.576	-0.644	0.015	0.921	-0.73	-0.915	1.002	-3.115	0.989	-0.391	-0.545	-0.348	0.379	-0.589	-0.749	2.179	-1.322	-0.163	1.852	-2.062	0.243	-1.476	1.267	-1.858	0.059	-1.291	-1.458	0.595	-0.921	-0.04	-1.075	-0.009	-0.798	-0.644	0.817	-1.1	0.539	-0.582	-0.398	-0.619	0.675	-0.693	-0.04	1.285	-1.377	-1.686	1.556	-1.18	-0.545	0.268	1.519	-2.906	1.655	-0.545	-1.014	0.958	-0.86	0.243	-1.79	1.168	-1.063	-1.716	0.256	-0.169	-0.773	0.57	-0.928	1.408	-1.051	-0.903	-0.157	0.508	-0.435	-1.23	-0.219	-0.348	-1.34	0.675	-0.139	-1.593	1.821	-0.04	0.533	1.575	-0.909	-0.817	-2.961	-0.225	-2.604	0.681	-0.502	0.626	0.41	-0.552	0.182	-0.613	2.382	-1.673	1.753	-2.37	0.04	-1.938	0.441	-1.864	0.41	0.601	-1.92	1.359	-0.009	-1.069	1.02	-0.743	0.595	-2.542	1.445	-2.832	2.055	-1.624	-0.034	-0.028	0.817	-0.934	-0.287	0.422	-1.76	1.741	-0.49	-0.73	1.211	-1.082	0.903	-1.156	0.706	-1.051	-0.009	0.145	-0.022	-1.002	-0.607	0.102	-0.453	-0.157	-2.136	0.675	-0.915	-1.149	0.083	-1.901	0.644	-1.975	-1.248	1.772	-3.152	1.069	-1.18	1.981	-3.177	0.73	0.724	-0.435	-0.028	-0.94	0.823	-2.203	1.488	-1.864	1.236	-0.102	1.149	-1.908	0.878
-1.119	0.145	-0.761	0.681	-1.458	0.231	-0.157	-1.63	1.174	-0.909	0.268	-0.619	-0.595	0.416	-0.977	0.989	-1.686	0.404	-0.163	-0.958	0.502	-0.145	-1.223	-0.317	0.496	-0.539	-0.2	-0.398	-0.533	0.915	-1.149	0.231	-2.82	3.35	-3.633	0.94	-0.157	-1.451	0.601	-1.106	2.037	-2.641	0.465	-0.213	0.022	0.921	-2.659	1.994	-1.464	0.077	-0.441	1.075	-1.106	0.225	0.878	1.205	2.795	3.233	2.906	-1.273	2.524	-2.968	-1.932	-4.348	-3.202	-2.672	-7.639	-2.937	-4.724	0.817	-0.983	0.206	0.589	1.778	-0.897	-0.724	-0.81	-0.287	-0.077	0.108	-0.656	-0.188	2.413	0.391	2.228	1.661	0.663	2.542	0.755	3.103	-1.988	2.314	-2.407	1.045	-1.815	0.157	-1.71	-1.396	-0.25	-0.724	0.243	-0.398	0.471	-0.78	0.305	-0.595	-0.435	0.502	-0.391	0.145	-0.73	0.126	-2.148	1.082	-2.314	0.749	-0.293	-2.9	1.519	-1.981	0.798	-3.005	1.353	-0.028	-1.655	0.57	-2.148	2.678	-2.308	0.367	1.815	-0.533	1.205	-0.04	1.119	-1.377	1.778	-0.096	-0.897	-0.225	0.237	0.428	-1.328	-0.502	-0.459	-0.755	-0.521	-1.858	1.242	-2.388	0.995	-0.644	0.126	-1.593	0.188	0.182	-0.065	-0.176	-0.687	-1.279	0.564	-0.718	-1.347	0.471	-0.022	-0.287	-0.022	-1.871	2.049	-3.257	2.721	-2.123	-0.533	-0.687	-0.28	0.342	-2.77	0.773	-0.059	0.416	-1.143	0.428	-0.299	0.921	-0.595	-0.188	0.847	-0.533	1.143	-0.361	0.428	0.669	-0.891	1.242	-1.883	1.661	-1.636	-0.194	-1.889	1.267	-2.715	0.367	-0.367	-2.339	-0.669	-1.957	0.767	-1.944	-0.533	0.607	-1.981	1.797	-3.393	2.308	-1.599	0.114	-0.077	-1.014	0.373	-0.213	-0.398	1.008	-0.798	0.854	-1.211	1.895	-2.499	1.322	-1.31	0.25	-0.724	1.365	-1.587	0.619	1.23	-0.81	-0.059	2.216	-0.872	1.168	-1.334	0.884	-2.579	0.86	-2.622	0.003	-0.096	-1.562	-0.299	1.649	-2.283	0.33	-0.441	0.49	-0.928	-0.342
0.188	-0.194	-1.538	2.314	-1.316	-2.512	2.339	-2.401	-0.009	0.792	-0.638	-0.361	-0.385	-0.003	-0.607	1.427	-1.26	-0.619	0.712	-1.784	-0.225	-0.256	-0.373	-0.65	-0.928	2.425	-3.183	1.451	-0.681	-0.311	1.211	-1.741	1.735	-2.592	1.55	-1.236	-1.119	1.778	-0.823	0.471	-0.737	0.299	-1.599	1.119	-0.12	-0.607	1.803	-1.914	1.587	-1.273	0.706	0.459	4.323	4.009	-1.408	3.319	-1.532	0.749	-3.627	-2.505	-3.923	-3.066	-1.112	-7.171	-1.544	-3.609	2.222	0.669	-0.773	0.767	-2.062	1.975	-3.473	0.817	-0.508	0.681	1.593	-0.854	0.835	1.193	2.08	0.878	1.174	0.965	1.519	1.162	0.909	0.669	-1.642	0.958	-2.653	1.026	-1.408	-1.889	0.515	-1.193	0.712	-1.926	0.909	1.149	-1.877	1.599	-1.797	0.681	-0.903	0.015	0.533	-0.669	-0.706	-0.921	0.089	-2.025	0.287	-1.328	0.083	-1.137	-0.773	0.934	-2.259	0.73	-2.555	2.185	-2.074	0.182	0.669	-0.471	2.018	-2.413	2.074	-0.995	1.402	-1.359	1.008	0.379	-0.533	0.564	0.176	-0.169	-1.328	0.515	-1.23	-1.106	-0.385	-0.767	0.398	-2.308	1.612	-1.593	0.317	-0.687	-0.453	0.761	-0.379	-1.316	-0.003	-0.274	-0.089	-1.482	0.25	-0.829	0.367	-0.94	0.28	-2.333	1.871	-1.162	-0.256	0.465	-0.884	0.73	-2.666	1.71	-0.508	-0.176	1.014	-1.815	1.599	-1.951	2.345	-1.599	0.176	0.385	-1.926	2.105	-2.857	1.063	-0.071	0.508	-0.453	-0.102	2.191	-1.79	1.951	-1.778	1.082	-1.618	0.958	-0.669	-1.39	0.718	-0.94	-0.909	-0.786	0.829	-2.012	0.545	0.712	-1.39	0.367	-3.417	1.408	-2.302	0.225	-1.402	-1.051	0.995	-2.277	1.026	-0.065	0.435	-1.205	1.488	-0.206	-1.476	0.773	-0.712	0.139	-0.299	0.015	-1.673	0.601	0.398	-1.069	1.544	-2.154	2.327	-1.895	1.519	-0.835	1.963	-0.786	-0.49	0.515	-2.524	2.173	-2.961	1.199	-2.216	-0.508	-0.237	-0.435	1.408	-1.618	0.773	0.096	-1.741
-0.071	0.416	-1.495	1.538	-1.858	1.168	-1.686	0.576	-1.217	-0.496	0.009	-1.408	-0.114	0.989	-1.569	-0.552	-0.521	1.612	-2.025	0.102	0.404	-0.921	-0.12	-0.441	-0.102	-0.712	1.809	-1.951	0.077	2.253	-0.361	-0.545	-0.878	2.197	-3.547	2.382	-1.495	-1.014	0.25	0.422	-0.989	0.404	0.373	-2.086	1.223	-0.891	-0.632	-0.04	0.915	-1.63	0.139	0.435	-2.246	0.989	4.176	1.002	0.693	2.567	-0.977	-0.133	-0.817	-3.843	-2.431	-4.348	0.2	-7.775	-1.174	-3.251	-1.217	2.505	-1.784	1.297	-2.783	0.94	-3.325	0.108	0.601	0.089	1.168	-0.539	1.063	0.854	1.045	1.094	2.166	0.656	0.484	3.048	-0.607	1.76	-1.871	0.687	-0.928	-0.854	-1.18	0.348	-0.847	-0.989	-0.533	0.015	-0.422	1.045	-0.582	-0.262	-0.441	0.2	-0.083	-1.519	0.447	-1.149	-0.028	-0.977	-1.673	-0.515	-0.114	0.928	-3.627	2.197	-2.185	0.287	-1.162	0.471	-1.969	-0.219	0.866	-1.057	-0.995	1.599	0.108	-0.022	-0.484	1.242	-1.014	2.006	-1.482	1.236	-0.416	-0.231	0.194	-0.718	1.304	-2.117	0.083	-0.311	-0.231	-1.458	-1.193	1.365	-2.179	0.94	-0.619	0.755	-1.901	1.279	-0.564	0.293	0.237	-1.532	1.944	-2.173	-0.237	0.971	-1.094	0.126	-0.958	1.575	-2.666	1.316	-1.365	-0.194	0.213	-1.23	0.829	-1.821	0.817	-0.737	0.367	0.126	-1.612	2.136	-2.234	0.342	0.305	0.009	0.182	-1.846	1.55	-2.419	1.211	-0.884	0.921	-0.533	0.231	1.433	-1.606	2.333	-1.864	0.897	-0.453	-0.176	-0.237	-1.673	0.046	-0.977	0.391	-0.915	-0.558	-1.538	1.371	-1.698	-0.743	0.761	-2.32	0.311	-2.647	0.015	-0.94	-0.342	-0.361	-1.038	0.934	-0.866	1.094	0.003	-0.065	0.644	-0.884	0.786	-0.798	0.065	-0.373	0.206	-1.877	0.656	-1.347	0.015	-0.65	-0.841	0.854	-0.206	-0.391	2.419	-0.915	1.322	-2.77	2.672	-2.394	0.243	-1.057	0.176	-1.297	1.507	-2.407	-0.311	2.086	-3.048
